地名名稱,漢語拼音,通用拼音,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名意義,地名年代時間(起),地名年代時間(迄),地名類型,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,X坐標,Y坐標
塔寮坑溪,Taliaokeng River,Taliaokeng River,,新北市,新莊區,,,日治時期,,自然地理實體,,,,塔寮坑溪發源於桃園縣龜山鄉嶺頂村的新朝嶺，全長數十公里。上游有舊路坑溪、關公嶺溪、大菁坑溪、大坑溪、尖山窟，中游有新莊啞口坑溪、貴子坑溪[十八份溪]，下游經後港里、營盤里，最後在瓊林柴橋頭注入大漢溪。,,http://163.20.5.121/huming/%E5%A1%94.htm,293383.9094,2768941.163
硬漢嶺,Yinghan Mountain,Yinghan Mountain,,新北市,八里區,龍源里,,1961,迄今,自然地理實體,閩南語,閩南人,即觀音山之主峰,硬漢嶺為觀音山之主峰，標高612公尺。得名由來如下：<br>民國50年(1961) 憲兵部隊從五股凌雲禪寺後方闢建一條登上山頂的步道，當時山路崎嶇難行，強行攀登而上，且逐步修築石階道路，故有硬漢步道之稱。<br>憲兵部隊且在山峰上建造一座牌門，牌門上鐫刻『硬漢嶺』三字。自此以後，觀音山主峰有「硬漢嶺」之稱，牌門之兩面各有對聯，往山上之對聯是「走路要找難路走，挑擔要撿重擔挑」，往山下之對聯是『為學硬漢而來，為作硬漢而去』。<br>,近年來，隨著觀音山國家公園的逐步開發，硬漢嶺登山步道已全面整修，目前所見為最新整修後之風貌，非原始步道。,八里鄉全圖與八里鄉志,293087.744,2780974.028
華富山,Huafu Mountain,Huafu Mountain,,新北市,八里區,埤頭里,日治時代將羊花崙一帶改名華富山。,日治時代,迄今,自然地理實體,閩南語,閩南人,,日治時代將羊花崙一帶改名華富山。民國34年以後，更將湖內、湖口、羊花崙、下牛寮等地區，統稱華富山。,華富山為湖內、湖口、羊花崙、下牛寮等地區之統稱，非專指某一座山。<br>,八里鄉全圖與八里鄉志,292284.8813,2780857.434
中嶺山,Zhongling Mountain,Jhongling Mountain,,新北市,新店區,粗坑里,山名,,,自然地理實體,?,,,,,http://tagh.org/wen/database/031601_4.htm,308234.36,2758754.08
屈尺山,Quchi Mountain,Cyuchih Mountain,,新北市,新店區,屈尺里,山名,,,自然地理實體,,,,,小粗坑一屈尺山一養源佛堂一直潭國小一新店。約步行 23 分鐘，全程約 12 公里。 由小粗坑長興宮起步，經過小粗坑橋隨即轉右之水興路 ( 原名小粗坑路 ) 。途間桂山電廠粗坑分廠及感恩橋，沿著產業道路前行十餘分鐘，即左上登山小徑，爬到深板線第 31 號電線塔時， 再循脊稜山徑南行越過墓園區，就可到達 198M 的屈尺山基點處，其基石旁有一A字形骨灰塔，目標非常明顯。然後循產業道路南行，約 3分鐘便可走到康雅崙路 3 號的名聞遐邇─養源佛堂。回程取道康雅崙路、直潭路、直潭國小，經海會寺到新店。,"大台北地區登山健行路線圖解http://163.29.141.191/spo/info/path00.asp本圖參考 75.9 聯勤經建第一版 1/25,000 地形圖及 70.9 印 1/5,000",304490.5887,2757878.6
燕子湖,Yanzi Lake,Yanzih Lake,,新北市,新店區,屈尺里,經常有燕子飛來湖邊停歇，所以就以燕子湖相稱。,,,自然地理實體,,,,,燕子湖位於新店溪屈尺壩上游水域，因為屈尺壩攔阻新店溪水而使水面上升，因此形成湖泊。燕子湖、舊下龜山大橋、屈尺壩三者，實在是燕子湖的觀光景點，也造就對岸的光興出現不少山產野菜餐廳，成為老饕的最愛。,新店生態文史一百點 李順仁著,,
楓樹湖,Fengshuhu,Fongshuhu,,新北市,淡水區,水源里,山間盆地多楓林得名。,,,自然地理實體,?,匜,,楓樹湖， 淡水鎮水源里18、19、2鄰一帶，海拔4公尺，已屬陽明山國家公園範圍，與三芝鄉車埕相鄰，為淡水農會輔導之金花石蒜、桶柑等作物之觀光果園，有步道可登臨蝴蝶走廊，海拔7公尺以上已無路跡可循，屬健腳路線。 聚落北界，楓樹湖19號，有棵北縣珍貴老樹，百年榕樹北59號，有產業道路接車埕百拉卡公路。,,1/5000基本圖、淡水鎮全圖、淡水鎮誌、台北縣誌、台灣舊地名之沿革,297599.2021,2786796.559
炮子崙瀑布,Paozilunpubu,Paozihlunpubu,,新北市,深坑區,阿柔里,炮子崙下方之瀑布,清中,迄今,自然地理實體,閩南語,安溪人,炮子崙之下方，約20公尺高,炮子崙溪流經此地斷崖時，即奔沖而下，氣勢非凡，此瀑布藏於深山之中，少有人知，兩旁林木茂盛，乃森林浴好去處。,以前大家叫它水漎漈，後來許多學者來研究，才叫做炮子崙瀑布的，現在入口處雜草蓋地，無從進入。,深坑鄉志、台灣舊地名沿革,,
筆架山,BijiaMountain,Bijiashan,,新北市,深坑區,阿柔里,像筆架之山,清中,迄今,自然地理實體,閩南語,安溪人,土巷之上方，約20甲,在深坑的南方，遠遠可以看到有如筆架的山峰，居民就取名為筆架山，日治時期，上面長滿了文山毛杜鵑，三月裡，滿山遍野都是杜鵑花，我們叫做滿山紅，非常美麗。,可惜近來被別人偷拔光了，因為它是保育類植物，長得又美，所以很多人上山去看，順手拔幾棵，不論死活，反正拔就是他的，太自私了。,深坑鄉志、台灣舊地名沿革,313519.5642,2763168.922
虎仔山,Huzi Mountain,Huzih Mountain,,新北市,五股區,集福里,因山形似虎頭當地人稱虎仔山。,,迄今,自然地理實體,,,,昔北勢坑七塊厝旁有如虎頭形小丘當地人稱虎仔山，有樹林及竹林今亦產竹筍則有名之綠竹筍。,,,,
萬高山,Wangao Mountain,Wangao Mountain,,新北市,五股區,集福里,固山丘形勢稍高昔稱萬高山,,迄今,自然地理實體,,,,在今孝義路尾濟公廟旁因係山坡地，地形較高當地人便以萬高山稱之，山多竹林出產有名觀音山竹筍並有山石可供雕刻多稱藝術品今亦然。,,,,
北勢溪,Beishi River,Beishih River,,新北市,三芝區,,,,,自然地理實體,,,,長6.4公里，流域面積2.76平方公里。,,三芝鄉誌,297875.997,2793452.116
淺水灣,Qianshui Bay,Cianshuei Bay,,新北市,三芝區,,沙岸沙白水清約有一公里長,,,自然地理實體,,,,後厝里內淡金公路旁長一公里之沙岸。,,三芝鄉誌,297076.005,2793584.024
大同山,Datong Mountain,Datong Mountain,,新北市,樹林區,三多里,,,迄今,自然地理實體,,,,,,樹林市志,290416.9161,2766527.843
狗蹄山,Gouti Mountain,Gouti Mountain,,新北市,樹林區,樹人里,,,迄今,自然地理實體,,,由樹林火車站沿小街向西約一公里，當台北盆地之西南邊線，樹林國小背後山丘，土名狗蹄山或九茶山。,地型：遺址所在地為一接連平原之弛緩山坡，右為大山嶼，海拔高度為三十~五十公尺，狀若狗蹄踏地，古名。遺址類型：山坡遺址。主要內容：灰坑；有段石錛、巴圖型石器、石網墜、石刀、繩紋陶片，印文陶片。文化性質：新石器時代國山文化植物園。遺址現況：樹林國小背後山丘，左側建有登山階梯，上方有座寺廟，其旁邊山路之轉變處，斷面上有陶片，其餘部份均為樹林及雜草分布，推測遺址保存尚好。主要田野工作：（一）國分道－三十四年、三十七年地圖調查。（二）盛清沂、石璋如等四十一年地圖調查。（三）凌純聲、宋文薰四十三年地表調查。（四）石璋,,樹林市志,291977.88,2764771.39
大漢溪,Dahan River,Dahan River,,新北市,樹林區,彭興里,,,迄今,自然地理實體,,,,,,,287389.3311,2760763.337
傑士嶺,Jieshi Mountain,Jieshih Mountain,獅公髻尾山,新北市,坪林區,漁光里,山形酷似師公頭上之髮髻,,,自然地理實體,閩南語,,坪林.平溪交界,沿著南山寺往平溪的路走，約一公里，可見獅公髻尾山路標，順著道路上行約五百公尺可見傑士嶺指標（即獅公髻尾山）。車停路旁，步行上山約二十分鐘，豁然開朗，傑士嶺巍峨矗立。傑士嶺又名獅公髻尾山，取名典故：坪林區原無道士（師公）行業，區內有此需求，區民翻越此山至平溪拜師學藝，且此山形酷似師公頭上之髮髻，因此得名。民國八十六年期間，傑士經營者聯誼會捐款數十萬整修道路，植樹造林，回饋地方，獅公髻尾山更名傑士嶺。傑士嶺是本區最高山，標高八四○公尺，居高臨下，登傑士嶺而小坪林，頗有傑士之勢，似以三百六十度環視周圍，俯瞰大舌湖及鄰近山區、遠眺台北市木柵地區，身在此山中，只覺心曠神怡，通體舒暢。因為景緻優美，路程短容易登山，假日常吸引遊客流連。,,1,,
萊萊鼻,Lailaibi,Lailaibi,,新北市,貢寮區,福連里,位於萊萊頂端而得名,,迄今,自然地理實體,,,位於三貂角南突岬角,岩層屬澳底層媽岡段,為一岬角地形，並無人居住，風景壯觀。,,,
土地公嶺,Tudigong Mountain,Tudigong Mountain,,新北市,貢寮區,美豐里,以土地公廟得名,,迄今,自然地理實體,,,美豐村西側，與雙溪鄉三港村為鄰,1.道光時漳州簡姓開闢，以土地名廟得名，相傳西班牙人進軍至此，見一神秘老人而逐之，至此而沒。傳為歷代傳奇，此地因而名之，與雙溪鄉為鄰，以嶺頭為界，南方為雙溪鄉三港村，北方為貢寮鄉美豐村。2.此區地勢較高，居民多散見於山麓之間，雙澳公路經其間。,因地勢高，嶺頭住戶少，多集中於山麓間，居民以農為生，可見梯田散布其間。,雙溪之美、山海之美-貢寮鄉,339956.1972,2773132.843
石碇溪,Shihding River,Shihding River,,新北市,貢寮區,美豐里,,,,自然地理實體,,,,起源於貢寮鄉草山一帶，海拔620公尺，流路全在貢寮鄉境內，至澳底南方入海，主流長度約8.5公里，平均比降1:14，屬於基通河川，流域面積約12平方公里，全溪環境約可分為中、上游區，包括源流區及核四廠周圍，以及下游河口區，自核四廠外以至出海口為止之間的感潮河段。,石碇溪中上游環境不佳，生物種類有限，但在河口段之生物相卻非常豐富，但核四建廠以來，將流經其區域溝渠化，對河口之生物群落影響頗大。,東北角海岸風景特定區海域、溪流生態及解說資源之調查研究,342363.899,2772055.69
紅葉溪,Hongye River,Hongye River,,新北市,深坑區,土庫里,江葉山莊之溪,民中,迄今,自然地理實體,閩南語,安溪人,紅葉山莊側面約長二公里,紅葉溪土庫尖流下，經過紅葉山莊，後流至景美溪出口，本來是無名小溪，後來取得美麗的名字，目前水流清淯，還有小魚蝦，我們希望好好保存下去。,小時候搬木材，常常從這條溪邊走過，那時溪水清涼，魚蝦鱸鰻都有，現在有的被蓋起來，有的兩邊用水泥砌起來。,"台北縣鄉土史料,深坑鄉誌",,
楓林溪,Fenglin River,Fonglin River,,新北市,深坑區,土庫里,楓子林之溪,清末,迄今,自然地理實體,閩南語,安溪人,在土庫和楓子林之間約一公里長,以前在楓林溪旁，有大片楓林，秋天楓紅，非常美麗，後來因為楓木堅實，可燒成良好木炭，所以，被砍伐燒炭，土地開成水田，大片楓林從清失，只留下一。些地名,楓林溪之水足以灌溉土庫東側，當時還做有圳，可惜，土庫都市化以後，都破壞了，現在楓林溪邊有人養豬，利用溪水洗滌，也污染了溪流。,"台北縣鄉土史料,台灣地名辭典",,
虎頭山,Hutou Mountain,Hutou Mountain,,新北市,新店區,公崙里,,,,自然地理實體,,,安坑國小後方，安忠路旁,虎頭山從前因山型似虎頭而得名。後來山上作為基督教公墓，並有許多私墾墓園，今虎形已不存。,,台北縣志開闢志 新店市志,,
塗潭山,Tutan Mountain,Tutan Mountain,,新北市,新店區,塗潭里,塗潭聚落附近的山,,,自然地理實體,閩南語,漢族,,"「新店市誌P.63」新店溪和各大支流侵蝕作用,新店被分割為六個山列,其中一個山列為南勢溪以北,安坑溪以下,屬插天山斜坡的丘陵地,此區相當遼闊,可再分為三個小山系,磺窟溪以北,南坑溪以南屬獅頭山、磺窟山和塗潭山系。",,"新店市誌(民國83年,尹章義編)",301701.6452,2759210.559
南勢溪,Nanshi River,Nanshih River,,新北市,新店區,龜山里,河流,1906,迄今,自然地理實體,國語,漢族,,"「台灣堡圖」196年已有此地名「新店市誌P.33」南勢溪發源於巴博庫魯山群(雪山山脈主脊北段)一帶,主溪源於棲蘭山(1942公尺)和拳頭母山(155公尺)之間的松羅湖(123公尺)主要支流有哈盆溪和札孔溪,發源於北插天山和羅塔山(156公尺)間的斯其雅溪在福山注入南勢溪,溪水繼續北流至娃娃谷,內洞溪注入,形成壯觀的瀑布,名為信賢瀑布。 南勢溪又北至信賢村,烏紗溪注入,形成圓洞瀑布,又有樟樹溪注入,以下溪水一路東北行至烏來瀑布,在烏來又有桶後溪注入,烏來發電廠即在此處。行過烏來,加九寮溪由西南向東北",,"新店市誌(民國83年,尹章義編)台灣堡圖(1906年)",303478.8187,2740369.045
加久嶺,Jiajiu Mountain,Jiajiou Mountain,加九嶺,新北市,新店區,廣興里,山名,,,自然地理實體,不可考,,磺窟溪以南、平廣溪以北的山區,"「新店市誌P.39」加九寮溪為南勢溪支流之一,發源於加九嶺(939公尺)、向天湖(678公尺)和拔刀爾山(1117公尺),在南勢溪行過烏來後,加九寮溪由西南向東北注入。「新店市誌P.63」新店溪和各大支流侵蝕作用,新店被分割為六個山列,其中一個山列為南勢溪以北,安坑溪以下,屬插天山斜坡的丘陵地,此區相當遼闊,可再分為三個小山系,磺窟溪以南,平廣溪以北屬加九嶺、菜刀崙山系。「新店市誌P.179」熊空、白雞、加九嶺諸山的泰雅族不受撫→可見此地原為泰雅族人的地方「新店市誌P.23」明治卅六年(193年)四月","「張添丁先生說」從平廣進去最裡面,有個山頭叫加九嶺,現在應該沒有路了,因為已經沒有做柴了,應該只剩下巡山人員能走的路;從烏來忠治村那裡有條路可以到加九寮。","新店市誌(民國83年,尹章義編)",298229.7853,2751851.706
濛濛谷,Mengmeng Valley,Mengmeng Valley,,新北市,新店區,廣興里,山谷,,,自然地理實體,國語,漢族,從屈尺進入此地,"「新店生態文史一百點P.143」直潭幫於1973年1月開工,1978年1月完成6月開始蓄水,濛濛湖位於直潭壩上游水域,其形成完全是因為直潭壩的建造,攔阻新店溪水而使水面升高,因此形成湖泊,濛濛湖、濛濛谷、直潭壩三者實是直潭地區相當好的露營景點。「自立早報」位於直潭水壩集水區內，湖水清澈，青山翠谷環抱。早年亂石河灘擠迫一彎細流，兩旁是高聳的崖壁，稱為濛濛谷，自水壩建成，卻誕生了一處山水逮境，濛濛湖。濛濛谷靠近新店溪直潭水壩旁，潭的一面是陡直峭壁與翠綠的低海拔樹林環抱，另面是私人產業開設的休閒區，山谷間形成",《觀察》濛濛谷上現為新店獨木舟活動的地點,"自立早報(馬筱鳳報導)新店文史生態一百點(2001年,李順仁著)",304181.7723,2756921.308
五峰山,Wufeng Mountain,Wufong Mountain,,新北市,新店區,五峰里,五個小山峰,,,自然地理實體,國語,漢族,跨五峰里、廣明里、文中里等行政區域的五個小峰,"「新店市誌P.63~64」各大支流侵蝕作用,新店被分割為六個山列,一是景美溪和青潭溪之間,屬於石碇山群的二格山列,其西邊盡頭的高麗坑山有五個小山峰相連,故又稱「五峰山」,五峰都位於新店角盆地邊緣,與大坪林地區接壤,高度都在兩百公尺左右,正是新店人親近的郊山。通常有三條途徑登山:一是由七張經明園別墅進入,二是由五峰路或市公所旁的行政街,經五峰國中上山;三是由檳榔路循檳榔坑左側登山。",,"新店市誌(民國八十三年,尹章義編)",,
